ID,FirstName,LastName,TeamID,Age,Exp,Background,Attitude,Style,Salary,SalaryYears,Job,HOF,Team
207599,Hugh,Campbell,3,44,1,PositionCoach,Stern,Conservative,4,3,Offensive Coordinator,False,HOU
215070,Dick,Modzelewski,10,54,1,PositionCoach,Professional,Aggressive,4,3,Defensive Coordinator,False,GB
225997,Larry,Peccatiello,17,50,1,PositionCoach,Relaxed,Balanced,4,3,Defensive Coordinator,False,WAS
234798,Bob,Baker,12,58,1,PositionCoach,Volatile,Conservative,4,3,Offensive Coordinator,False,DET
239949,Darryl,Rogers,12,51,1,PositionCoach,Professional,Conservative,4,3,Defensive Coordinator,False,DET
242045,David,Shula,2,26,1,PositionCoach,Silent,Aggressive,4,3,Offensive Coordinator,False,MIA
246523,Joe,Gibbs,17,45,1,PositionCoach,Stern,Aggressive,4,3,Offensive Coordinator,False,WAS
247570,George,Seifert,9,45,1,ProCoach,Stern,Balanced,10,20,Head Coach,False,LON
248914,Dabo,Swinney,18,45,1,Player,Stern,Conservative,10,20,Head Coach,False,CLM
249416,Mike,Shanahan,9,33,1,PositionCoach,Stern,Aggressive,4,3,Offensive Coordinator,False,LON
269540,Grace,Savage,15,46,1,ProCoach,Stern,Aggressive,10,20,Head Coach,False,SF
270723,Hank,Bullough,5,51,1,PositionCoach,Enthusiastic,Aggressive,4,3,Defensive Coordinator,False,BUF
273724,Vince,Lombardi,10,45,1,ProCoach,Stern,Aggressive,10,20,Head Coach,False,GB
285007,Ray,Rhodes,15,35,1,PositionCoach,Enthusiastic,Balanced,4,3,Defensive Coordinator,False,SF
296434,Ross,Tirona,4,48,1,None,Professional,Balanced,10,20,Head Coach,False,OAK
320351,Sam,Wyche,7,40,1,PositionCoach,Professional,Conservative,4,3,Offensive Coordinator,False,CIN
339519,Rafael,Benitez,14,44,1,ProCoach,Volatile,Conservative,10,20,Head Coach,False,ATL
346494,Marty,Schottenheimer,6,42,1,PositionCoach,Relaxed,Balanced,4,3,Defensive Coordinator,False,WIN
353048,Ted,Marchibroda,16,54,1,PositionCoach,Enthusiastic,Aggressive,4,3,Offensive Coordinator,False,PHI
374709,Cal,Murphy,6,53,1,PositionCoach,Relaxed,Balanced,4,3,Offensive Coordinator,False,WIN
379702,Buddy,Ryan,11,54,1,PositionCoach,Stern,Conservative,4,3,Defensive Coordinator,False,CHI
386779,Gracie,Hunt,1,24,1,None,Enthusiastic,Conservative,10,20,Head Coach,False,KC
400360,Brock,Lesnar,13,46,1,Player,Silent,Conservative,10,20,Head Coach,False,MIN
411655,Norm,Van Brocklin,8,59,1,PositionCoach,Enthusiastic,Aggressive,4,3,Offensive Coordinator,False,PRO
413952,Lou,Holtz,8,48,1,PositionCoach,Enthusiastic,Balanced,4,3,Defensive Coordinator,False,PRO
415068,Barry,Switzer,18,38,1,PositionCoach,Professional,Aggressive,4,3,Offensive Coordinator,False,CLM
437153,Kay,Stephenson,5,41,1,PositionCoach,Professional,Aggressive,4,3,Offensive Coordinator,False,BUF
456292,Dan,Daniel,1,52,1,PositionCoach,Professional,Balanced,4,3,Defensive Coordinator,False,KC
468831,Mike,O'Shea,6,52,1,Player,Stern,Conservative,10,20,Head Coach,False,WIN
474993,Tom,Flores,4,48,1,PositionCoach,Stern,Aggressive,4,3,Offensive Coordinator,False,OAK
481974,Bud,Grant,13,58,1,PositionCoach,Volatile,Balanced,4,3,Defensive Coordinator,False,MIN
488885,Forrest,Gregg,10,52,1,PositionCoach,Volatile,Conservative,4,3,Offensive Coordinator,False,GB
