PlayerID,Jersey,FirstName,LastName,College,Age,Experience,Height,Weight,TeamID,Prestige,SignedBy,SignedSeason,StarRating,Injury,InjuryLength,Position,PlayerFlags,Transfer,Alt Position,Team,Redshirt,RedshirtYear,HomeState,Awards,Strength,Agility,Arm,Speed,Hands,Intelligence,Accuracy,Run Blocking,Pass Blocking,Tackling,Endurance,Kick Distance,Kick Accuracy,Overall
18,81,Art,Monk,Navy,26,4,75,210,0,0,0,0,4,,,WR,None,False,WR,NAVY,True,1982,OH,Won 1984 Atlantic Coast Conference Championship,55,91,1,87,97,67,4,27,26,32,87,9,1,94
19,88,Amani,Toomer,Navy,20,4,75,208,1,54,0,0,4,Bruised Hip,,WR,None,False,WR,NAVY,True,1983,MO,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,44,87,1,80,73,60,1,34,7,22,89,1,1,82
20,88,Jimmy,Raye,Navy,20,2,69,165,1,54,0,0,4,,,WR,None,False,WR,NAVY,True,1983,FL,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,37,78,1,77,72,62,1,25,4,18,74,1,1,76
21,85,Reggie,Barrett,Navy,19,2,75,214,1,54,0,0,4,,,WR,None,False,WR,NAVY,True,1983,TX,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,38,72,1,73,68,45,1,22,3,27,74,1,1,70
22,82,Paul,Skansi,Navy,24,3,71,186,1,54,0,0,3,,,WR,None,False,WR,NAVY,False,0,FL,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,36,66,1,71,66,58,1,14,18,29,76,1,1,68
23,83,Mark,McGrath,Navy,27,3,71,175,1,54,0,0,3,,,WR,None,False,WR,NAVY,False,0,DC,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,28,65,1,69,68,50,1,17,3,25,64,1,1,65
24,88,Taye,Biddle,Navy,20,2,74,185,1,54,0,0,3,Sprained Wrist,,WR,None,False,WR,NAVY,False,0,LA,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,30,63,1,65,73,51,1,18,9,26,67,1,1,64
25,88,WR,FILLER,Navy,25,2,76,208,1,54,0,0,3,,,WR,None,False,WR,NAVY,True,1984,MI,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,35,46,1,46,46,37,1,16,16,5,69,3,1,44
26,87,WR,FILLER,Navy,25,1,75,205,1,54,0,0,3,,,WR,None,False,WR,NAVY,True,1984,AR,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,35,45,1,45,46,35,1,17,16,5,66,3,1,43
27,82,WR,FILLER,Navy,25,3,73,185,1,54,0,0,3,,,WR,None,False,WR,NAVY,False,0,TX,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,35,45,1,45,45,35,1,15,18,5,65,3,1,42
28,68,Kevin,Donnalley,Navy,20,2,77,310,1,54,0,0,4,Broken Cheekbone,,G,None,False,G,NAVY,True,1983,NC,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,68,60,1,58,9,70,1,70,68,38,59,1,1,73
29,68,Joe,DeLamielleure,Navy,32,4,75,254,0,0,0,0,4,,,G,None,False,G,NAVY,True,1982,VA,Won 1984 Atlantic Coast Conference Championship,92,51,6,48,22,64,3,90,77,40,74,1,1,88
30,45,G,FILLER,Navy,25,1,73,194,1,54,0,0,3,,,G,None,False,G,NAVY,True,1984,ND,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,45,40,1,45,10,45,1,49,45,30,65,1,1,48
31,64,G,FILLER,Navy,25,2,80,313,1,54,0,0,3,,,G,None,False,G,NAVY,True,1984,MA,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,46,42,1,46,13,46,1,45,45,30,69,1,1,46
32,64,Justin,Geisinger,Navy,21,3,76,322,1,54,0,0,4,,,G,None,False,G,NAVY,True,1983,VA,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,74,39,1,45,5,50,1,66,62,27,63,1,1,66
33,69,Rob,Selby,Navy,21,2,76,290,1,54,0,0,4,,,G,None,False,G,NAVY,True,1983,VA,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,77,42,1,39,2,62,1,75,65,25,57,1,1,72
34,77,Mike,Wilson,Navy,28,3,77,275,0,0,0,0,4,,,T,None,False,T,NAVY,False,0,SD,Won 1984 Atlantic Coast Conference Championship,87,48,1,60,10,71,4,86,72,46,68,1,1,83
35,73,Brad,Butler,Navy,20,3,79,310,1,54,0,0,4,,,T,None,False,T,NAVY,True,1982,MI,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,78,46,1,50,13,65,1,73,54,30,57,1,1,67
36,64,Shelby,Jordan,Navy,32,3,79,260,1,54,0,0,3,Sprained Wrist,Doubtful,T,None,False,T,NAVY,False,0,TN,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,80,44,1,46,17,54,1,71,67,31,58,1,1,71
37,45,T,FILLER,Navy,25,2,71,199,13,69,13,1985,3,,,T,None,True,T,NEB,True,1984,GA,Won 1984 Atlantic Coast Conference Championship,45,40,1,46,10,46,1,45,45,30,65,1,1,47
38,66,T,FILLER,Navy,25,1,79,308,1,54,0,0,3,,,T,None,False,T,NAVY,True,1984,NY,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,45,43,1,45,11,45,1,52,46,30,66,1,1,49
39,66,Bill,Hitchcock,Navy,23,2,78,296,1,54,0,0,4,Bruised Jaw,,T,None,False,T,NAVY,True,1983,FL,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,80,48,1,40,3,58,1,71,67,28,53,1,1,71
41,67,Gerry,Feehery,Navy,24,3,74,268,1,54,0,0,3,,,C,None,False,C,NAVY,False,0,VA,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,79,49,1,44,1,54,1,62,54,32,56,1,1,66
42,55,Chris,Thome,Navy,19,2,76,278,1,54,0,0,4,Migraine,Probable,C,None,False,C,NAVY,True,1983,GA,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,75,45,1,34,5,52,1,75,62,38,55,1,1,71
43,68,Rubin,Carter,Navy,31,4,72,256,0,0,0,0,4,,,DT,None,False,DT,NAVY,True,1981,CA,Won 1984 Atlantic Coast Conference Championship,78,64,1,65,42,60,1,1,1,65,75,3,1,86
44,60,Keith,Millard,Navy,21,4,78,260,0,0,0,0,4,,,DT,None,False,DT,NAVY,True,1982,MA,Won 1984 Atlantic Coast Conference Championship,86,53,1,57,43,70,3,1,1,65,68,1,1,89
45,70,Chris,Williams,Navy,20,1,75,304,1,54,0,0,4,,,DT,None,False,DT,NAVY,False,0,FL,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,62,50,1,53,32,54,1,1,1,46,55,1,1,65
46,61,Odell,Haggins,Navy,21,2,74,278,1,54,0,0,4,Sprained Ankle,,DT,None,False,DT,NAVY,True,1983,TX,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,65,39,1,47,32,41,1,1,1,44,58,1,1,65
47,90,DT,FILLER,Navy,25,1,77,316,1,54,0,0,3,,,DT,None,False,DT,NAVY,True,1984,NM,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,36,30,1,45,24,40,1,1,1,42,66,1,1,49
48,92,DT,FILLER,Navy,25,1,74,303,1,54,0,0,3,,,DT,None,False,DT,NAVY,True,1984,FL,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,35,31,1,45,25,40,1,1,1,41,66,1,1,48
49,91,DT,FILLER,Navy,25,2,77,311,1,54,0,0,3,,,DT,None,False,DT,NAVY,False,0,MA,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,38,30,1,45,25,40,1,1,1,42,68,1,1,50
50,92,DT,FILLER,Navy,25,2,74,303,1,54,0,0,3,,,DT,None,False,DT,NAVY,False,0,TN,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,35,30,1,45,25,41,1,1,1,41,65,1,1,48
51,73,Shane,Burton,Navy,20,4,78,305,1,54,0,0,5,Fractured Nose,Probable,DE,None,False,DE,NAVY,True,1983,CA,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,77,61,1,71,23,52,1,1,1,66,70,1,1,87
52,70,Duane,Clemons,Navy,20,4,77,275,1,54,0,0,5,,,DE,None,False,DE,NAVY,True,1981,TX,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,68,65,1,66,34,57,1,1,1,67,60,1,1,83
53,64,Edmund,Nelson,Navy,24,3,75,272,1,54,0,0,3,,,DE,None,False,DE,NAVY,False,0,FL,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,73,55,1,63,34,45,1,1,1,49,56,1,1,75
54,66,Kedric,Golston,Navy,20,3,76,301,1,54,0,0,4,,,DE,None,False,DE,NAVY,True,1983,CO,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,65,62,1,57,27,50,1,1,1,62,59,1,1,76
55,77,Bryant,Mix,Navy,22,3,75,291,1,54,0,0,4,,,DE,None,False,DE,NAVY,False,0,TX,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,70,51,1,53,37,49,1,1,1,65,70,1,1,76
56,96,DE,FILLER,Navy,25,1,75,248,27,63,27,1985,4,,,DE,None,True,DE,WASH,True,1984,TX,Won 1984 Atlantic Coast Conference Championship,35,31,1,45,24,43,1,1,1,43,65,1,1,53
57,97,DE,FILLER,Navy,25,2,74,247,1,54,0,0,3,,,DE,None,False,DE,NAVY,True,1984,HI,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,36,30,1,45,24,41,1,1,1,44,65,1,1,54
58,96,DE,FILLER,Navy,25,2,75,248,1,54,0,0,3,,,DE,None,False,DE,NAVY,False,0,LA,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,35,30,1,46,24,40,1,1,1,41,66,1,1,53
59,53,Rod,Martin,Navy,29,3,74,218,0,0,0,0,3,,,LB,None,False,LB,NAVY,False,0,FL,Won 1984 Atlantic Coast Conference Championship,60,68,1,79,46,62,1,1,1,74,81,3,1,82
60,54,Reggie,McKenzie,Navy,20,3,73,240,0,0,0,0,4,,,LB,None,False,LB,NAVY,False,0,VA,Won 1984 Atlantic Coast Conference Championship,69,61,1,73,36,57,1,1,1,69,71,1,1,79
61,54,Brian,Iwuh,Navy,19,3,71,225,1,54,0,0,3,,,LB,None,False,LB,NAVY,True,1982,PA,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,53,59,1,70,43,44,1,1,1,59,64,1,1,68
62,51,Glen,Redd,Navy,25,3,73,229,0,0,0,0,3,,,LB,None,False,LB,NAVY,False,0,GA,Won 1984 Atlantic Coast Conference Championship,65,75,1,67,33,63,1,1,1,61,77,1,1,76
63,54,Mike,Walter,Navy,23,3,75,240,0,0,0,0,3,,,LB,None,False,LB,NAVY,False,0,MA,Won 1984 Atlantic Coast Conference Championship,54,57,1,65,32,60,1,1,1,83,66,1,1,78
64,55,Dennis,Johnson,Navy,25,3,75,234,0,0,0,0,3,,,LB,None,False,LB,NAVY,False,0,OH,Won 1984 Atlantic Coast Conference Championship,67,66,1,62,35,58,1,1,1,73,68,1,1,78
65,53,Sedric,Clark,Navy,21,3,74,245,1,54,0,0,4,,,LB,None,False,LB,NAVY,False,0,TX,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,63,59,1,60,39,50,1,1,1,70,70,1,1,73
66,53,John,DiGiorgio,Navy,21,3,74,225,1,54,0,0,4,Stiff Neck,,LB,None,False,LB,NAVY,True,1982,VA,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,65,57,1,59,27,46,1,1,1,71,66,1,1,73
67,51,LB,FILLER,Navy,25,1,72,223,1,54,0,0,3,,,LB,None,False,LB,NAVY,True,1984,OH,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,35,45,1,45,30,45,1,1,1,46,66,1,1,49
68,55,LB,FILLER,Navy,25,1,75,233,15,65,15,1985,3,,,LB,None,True,LB,BAMA,True,1984,TN,Won 1984 Atlantic Coast Conference Championship,35,45,1,45,30,45,1,1,1,48,66,1,1,50
69,27,Gary,Green,Navy,28,4,71,187,0,0,0,0,4,,,CB,None,False,CB,NAVY,True,1982,SC,Won 1984 Atlantic Coast Conference Championship,37,82,4,93,48,56,2,1,1,56,78,2,1,88
70,34,Russell,Carter,Navy,21,3,74,195,0,0,0,0,3,,,CB,None,False,CB,NAVY,False,0,CA,Won 1984 Atlantic Coast Conference Championship,37,70,1,79,55,48,1,1,1,34,69,1,1,76
71,47,Cedric,Mack,Navy,23,3,72,193,0,0,0,0,4,,,CB,None,False,CB,NAVY,False,0,MS,Won 1984 Atlantic Coast Conference Championship,48,72,1,75,56,60,1,1,1,45,69,1,1,79
73,42,Gerard,Ross,Navy,21,2,73,200,1,54,0,0,3,,,CB,None,False,CB,NAVY,False,0,TX,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,45,66,1,67,38,38,1,1,1,32,75,1,1,66
74,27,CB,FILLER,Navy,25,3,73,190,1,54,0,0,3,Dislocated Shoulder,,CB,None,False,CB,NAVY,False,0,DC,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,35,45,1,46,31,45,1,1,1,36,66,1,1,49
75,37,Mark,Murphy,Navy,25,3,74,200,0,0,0,0,3,,,SS,None,False,SS,NAVY,False,0,NC,Won 1984 Atlantic Coast Conference Championship,63,83,1,80,49,53,1,1,1,51,68,1,1,84
76,42,Jack,Hunt,Navy,22,3,73,197,1,54,0,0,4,Deep Thigh Bruise,,SS,None,False,SS,NAVY,True,1983,SC,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,55,67,1,73,44,52,1,1,1,59,75,1,1,76
78,32,SS,FILLER,Navy,25,2,73,205,1,54,0,0,3,,,SS,None,False,SS,NAVY,False,0,TX,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,34,45,1,48,32,45,1,1,1,37,68,1,1,49
79,48,Tim,Fox,Navy,30,3,71,186,0,0,0,0,3,,,FS,None,False,FS,NAVY,False,0,FL,Won 1984 Atlantic Coast Conference Championship,39,67,1,79,44,70,1,1,1,70,78,1,1,77
81,28,Curtis,Jordan,Navy,30,3,74,200,1,54,0,0,3,Hyper Extended Knee,,FS,None,False,FS,NAVY,False,0,NC,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,40,66,1,65,58,48,1,1,1,54,75,1,1,71
82,33,FS,FILLER,Navy,25,1,69,196,1,54,0,0,3,,,FS,None,False,FS,NAVY,True,1984,SC,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,34,48,1,45,30,45,1,1,1,35,65,1,1,47
83,11,Scott,Norwood,Navy,23,3,72,207,0,0,0,0,3,,,K,None,False,K,NAVY,False,0,TN,Won 1984 Atlantic Coast Conference Championship,16,37,16,38,24,67,1,1,1,25,82,73,85,78
84,10,K,FILLER,Navy,25,2,75,192,1,54,0,0,3,,,K,None,False,K,NAVY,False,0,GA,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,6,45,30,38,28,45,1,1,1,1,68,55,55,53
85,3,Rick,Donnelly,Navy,22,3,72,195,1,54,0,0,3,,,P,None,False,P,NAVY,False,0,GA,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,23,33,9,46,6,50,1,1,1,4,79,80,73,72
86,13,P,FILLER,Navy,25,3,73,194,1,54,0,0,3,,,P,None,False,P,NAVY,False,0,MD,Won 1984 Atlantic Coast Conference Championship|Won 1985 Atlantic Coast Conference Championship,5,47,30,37,29,45,1,1,1,1,65,56,55,53
87,12,Vince,Young,Clemson,20,3,77,230,2,61,0,0,4,Torn Biceps Muscle,Doubtful,QB,RunningQB,False,QB,CLEM,True,1982,IN,,53,58,75,77,15,89,71,1,1,20,81,1,1,81
88,10,Charlie,Whitehurst,Clemson,21,2,76,220,2,61,0,0,4,Fractured Nose,,QB,None,False,QB,CLEM,False,0,IL,,44,53,66,60,11,70,64,1,1,20,74,1,1,68
89,6,Ingle,Martin,Clemson,21,3,74,220,2,61,0,0,4,,,QB,None,False,QB,CLEM,True,1983,LA,,47,58,64,51,13,66,72,1,1,19,78,1,1,69
90,1,QB,FILLER,Clemson,25,1,76,210,2,61,0,0,3,,,QB,None,False,QB,CLEM,False,0,MN,,40,47,51,45,30,46,53,1,1,3,66,1,1,49
91,25,Joe,Cribbs,Clemson,25,4,71,190,0,0,0,0,3,,,RB,None,False,RB,CLEM,True,1981,IL,,63,75,17,87,74,64,33,42,29,31,73,2,1,87
93,20,Scott,Greene,Clemson,22,3,71,240,2,61,0,0,3,,,RB,None,False,RB,CLEM,False,0,CA,,50,64,10,76,44,39,3,17,16,25,77,1,1,67
94,47,Lawrence,Phillips,Clemson,20,4,72,212,2,61,0,0,4,,,RB,None,False,RB,CLEM,True,1981,FL,,55,77,7,73,63,42,17,31,17,20,72,1,1,75
96,45,Robert,Wilson,Clemson,19,2,72,255,2,61,0,0,4,,,RB,None,False,RB,CLEM,True,1983,GA,,61,64,15,66,54,47,18,17,15,17,67,1,1,67
97,22,Lee,Rouson,Clemson,22,1,73,220,2,61,0,0,3,,,FB,None,False,FB,CLEM,False,0,VA,,50,63,15,71,50,39,9,20,22,17,64,1,1,46
98,45,FB,FILLER,Clemson,25,1,71,199,2,61,0,0,3,,,FB,None,False,FB,CLEM,True,1984,MD,,35,45,10,45,30,46,5,26,25,5,66,1,1,41
100,89,Brian,Roche,Clemson,21,3,76,255,2,61,0,0,4,Jammed Finger,,TE,None,False,TE,CLEM,False,0,MI,,55,52,1,71,56,49,1,34,39,23,69,1,1,72
101,85,Cooper,Wallace,Clemson,21,3,75,258,2,61,0,0,4,,,TE,None,False,TE,CLEM,True,1982,TX,,52,64,1,66,59,54,1,39,42,26,64,1,1,74
102,87,Dan,Johnson,Clemson,24,3,75,240,2,61,0,0,3,,,TE,None,False,TE,CLEM,False,0,MN,,47,59,1,59,60,57,1,47,35,27,68,1,1,70
103,81,Eddie,Brown,Clemson,21,4,72,185,0,0,0,0,4,,,WR,None,False,WR,CLEM,True,1982,ND,,50,75,2,86,85,71,1,19,33,24,87,1,1,86
105,84,George,Shorthose,Clemson,23,4,72,198,2,61,0,0,3,Broken Nose,Probable,WR,None,False,WR,CLEM,True,1982,IN,,33,66,1,76,77,52,1,11,11,29,74,1,1,72
106,89,Matt,Bouza,Clemson,26,3,75,211,2,61,0,0,3,,,WR,None,False,WR,CLEM,False,0,KY,,45,68,1,73,68,53,1,15,6,25,84,1,1,71
107,82,Brandon,Williams,Clemson,19,3,70,175,2,61,0,0,3,Jammed Finger,Questionable,WR,None,False,WR,CLEM,True,1983,TX,,32,71,1,71,62,46,1,15,17,30,80,1,1,68
108,19,Guido,Merkens,Clemson,29,2,73,200,2,61,0,0,3,,,WR,None,False,WR,CLEM,False,0,OK,,27,64,1,68,66,47,1,23,10,22,66,1,1,64
109,82,Sinorice,Moss,Clemson,20,2,68,185,4,71,4,1985,3,,,WR,None,True,WR,OK,False,0,FL,,37,64,1,66,63,49,1,8,1,24,73,1,1,63
110,81,WR,FILLER,Clemson,25,1,73,187,2,61,0,0,3,,,WR,None,False,WR,CLEM,True,1984,FL,,35,46,1,45,45,36,1,15,15,5,65,3,1,43
113,73,Kurt,Quarterman,Clemson,19,3,76,340,2,61,0,0,5,,,G,None,False,G,CLEM,True,1983,GA,,70,48,1,58,23,71,1,84,77,33,70,1,1,82
114,74,John,Hudson,Clemson,20,2,74,270,2,61,0,0,4,,,G,None,False,G,CLEM,True,1983,NJ,,71,48,1,48,1,56,1,67,71,24,53,1,1,69
115,60,G,FILLER,Clemson,25,1,77,300,2,61,0,0,3,,,G,None,False,G,CLEM,True,1984,FL,,45,40,1,45,10,45,1,45,47,30,66,1,1,46
116,45,G,FILLER,Clemson,25,1,71,199,2,61,0,0,3,,,G,None,False,G,CLEM,True,1984,TX,,45,44,1,45,10,45,1,47,46,30,66,1,1,47
118,68,Scott,Auer,Clemson,23,3,77,255,2,61,0,0,3,Tight Hamstring,,G,None,False,G,CLEM,False,0,NC,,79,35,1,38,4,55,1,73,59,28,60,1,1,69
119,75,Chris,Hinton,Clemson,22,4,76,300,0,0,0,0,5,,,T,None,False,T,CLEM,True,1982,IA,,86,66,1,59,26,74,1,83,90,59,70,2,1,92
120,60,Sam,Claphan,Clemson,28,4,78,285,2,61,0,0,3,,,T,None,False,T,CLEM,True,1981,MA,,74,39,1,50,6,63,1,64,72,36,58,1,1,72
121,72,Dave,Lutz,Clemson,25,4,78,305,2,61,0,0,3,,,T,None,False,T,CLEM,True,1983,VA,,71,50,1,46,17,57,1,76,69,31,55,1,1,72
122,45,T,FILLER,Clemson,25,1,71,199,2,61,0,0,3,,,T,None,False,T,CLEM,False,0,LA,,46,40,1,45,15,45,1,48,46,30,65,1,1,48
123,67,T,FILLER,Clemson,25,1,78,300,26,65,26,1985,3,,,T,None,True,T,FL,False,0,SD,,45,40,1,45,11,45,1,45,45,30,65,1,1,47
124,77,Tom,Jelesky,Clemson,24,2,78,275,2,61,0,0,3,Blurred Vision,Probable,T,None,False,T,CLEM,False,0,TX,,70,43,1,40,10,49,1,68,58,37,56,1,1,63
125,44,Jeremy,Cain,Clemson,23,3,73,245,2,61,0,0,4,,,C,None,False,C,CLEM,True,1982,MA,,80,53,1,54,4,55,1,77,64,38,69,1,1,78
126,55,Bob,Rush,Clemson,29,3,77,265,2,61,0,0,3,,,C,None,False,C,CLEM,False,0,TX,,65,48,1,44,8,55,1,69,69,41,57,1,1,70
127,50,Brad,Leggett,Clemson,22,2,76,270,2,61,0,0,4,,,C,None,False,C,CLEM,True,1983,IN,,63,46,1,33,4,55,1,70,68,24,59,1,1,68
129,77,Anthony,Montgomery,Clemson,19,3,77,301,2,61,0,0,4,Dislocated Finger,,DT,None,False,DT,CLEM,True,1983,VA,,73,57,1,57,27,47,1,1,1,65,73,1,1,81
130,94,Frank,Bush,Clemson,21,3,73,218,2,61,0,0,3,,,DT,None,False,DT,CLEM,False,0,NJ,,48,58,1,52,26,43,1,1,1,62,57,1,1,65
131,69,Dwaine,Morris,Clemson,21,3,74,260,2,61,0,0,3,,,DT,None,False,DT,CLEM,False,0,TX,,69,39,1,47,27,46,1,1,1,50,56,1,1,69
