ID,FirstName,LastName,TeamID,Age,Exp,Background,Attitude,Style,Salary,SalaryYears,Job,HOF,Team
46553,Casey,Torres,3,37,3,None,Relaxed,Aggressive,0.4,4,QB Coach,False,GB
48597,Aaron,Golden,5,38,3,None,Stern,Conservative,0.4,4,OL Coach,False,BUF
51113,Earl,Parrish,20,42,5,None,Enthusiastic,Aggressive,0.4,4,Special Teams Coach,False,SD
51225,Frankie,Garza,20,36,3,None,Stern,Aggressive,0.4,4,Head Trainer,False,SD
53000,Carl,Horowitz,12,37,3,None,Silent,Conservative,0.4,4,LB Coach,False,DET
54248,Johnny,Hutchison,12,36,3,None,Relaxed,Aggressive,0.4,4,Special Teams Coach,False,DET
56262,Mike,Ditka,11,52,7,None,Stern,Conservative,4,4,Offensive Coordinator,False,CHI
58257,Micheal,Frye,18,42,7,None,Relaxed,Conservative,0.4,4,DB Coach,False,BAL
61172,Nick,Miller,12,45,7,Player,Professional,Balanced,10,17,Head Coach,False,DET
61956,Juan,Robinson,11,37,3,None,Relaxed,Conservative,0.4,4,LB Coach,False,CHI
62351,Richard,Bender,9,41,4,None,Enthusiastic,Aggressive,0.4,4,DL Coach,False,LON
63254,Solomon,Epps,9,37,3,None,Enthusiastic,Balanced,0.4,4,RB and Receivers Coach,False,LON
67835,Bill,Walsh,15,60,7,None,Silent,Aggressive,4,4,Offensive Coordinator,False,SF
68330,Solomon,Lucero,6,39,3,None,Stern,Balanced,0.4,4,QB Coach,False,NYG
70157,Amos Alonzo,Stagg,11,31,7,ProCoach,Professional,Balanced,10,17,Head Coach,False,CHI
72729,Bryce,Isaacs,20,47,8,None,Stern,Aggressive,4,4,Defensive Coordinator,False,SD
74818,Harvey,Jones,8,36,3,None,Relaxed,Aggressive,0.4,4,Head Trainer,False,SEA
79858,Donald,Garcia,10,36,3,None,Relaxed,Aggressive,0.4,4,OL Coach,False,IND
80027,Garfield,Connor,20,43,7,None,Volatile,Balanced,4,4,Offensive Coordinator,False,SD
86574,Stephen,Osburn,13,41,3,None,Relaxed,Balanced,0.4,4,DB Coach,False,MIN
89455,James,Mireles,18,41,3,None,Relaxed,Conservative,0.4,4,RB and Receivers Coach,False,BAL
95444,Bennett,Butcher,8,37,3,None,Volatile,Aggressive,0.4,4,RB and Receivers Coach,False,SEA
95660,Chip,Biggock,16,63,7,None,Enthusiastic,Balanced,10,17,Head Coach,False,TB
96970,Harry,Augustine,6,46,3,None,Relaxed,Aggressive,0.4,4,OL Coach,False,NYG
98011,Daniel,Chamberlin,14,36,3,None,Silent,Conservative,0.4,4,Head Trainer,False,ATL
99609,Jonathan,Young,10,47,11,None,Silent,Aggressive,0.4,4,Head Trainer,False,IND
99721,Jeffrey,Mcmullen,5,40,3,None,Volatile,Conservative,0.4,4,RB and Receivers Coach,False,BUF
105736,Matthew,Ortiz,13,41,3,None,Stern,Balanced,0.4,4,Head Scout,False,MIN
109098,Jose,Thomas,7,41,3,None,Professional,Aggressive,0.4,4,Head Trainer,False,CIN
111215,Tom,Luong,5,38,3,None,Stern,Conservative,0.4,4,LB Coach,False,BUF
111374,Douglas,Scott,10,50,7,None,Relaxed,Balanced,0.4,4,Special Teams Coach,False,IND
117841,Gary,Powell,2,37,3,None,Professional,Conservative,0.4,4,Head Scout,False,MIA
119422,Earl,Coleman,5,36,3,None,Enthusiastic,Balanced,0.4,4,Head Trainer,False,BUF
120357,Morgan,Beaver,9,49,11,None,Silent,Conservative,0.4,4,OL Coach,False,LON
122637,Johnny,Mnemonic,8,41,7,None,Enthusiastic,Balanced,10,17,Head Coach,False,SEA
123081,Barry,Mcgraw,17,38,3,None,Stern,Conservative,0.4,4,Special Teams Coach,False,CHC
126604,Matthew,Lapointe,19,52,15,None,Relaxed,Conservative,4,4,Defensive Coordinator,False,WAS
127300,Eddie,Turner,15,42,4,None,Silent,Conservative,0.4,4,Head Trainer,False,SF
129311,Richard,Snyder,13,37,3,None,Professional,Conservative,0.4,4,RB and Receivers Coach,False,MIN
131985,Miguel,Marshall,9,45,7,None,Volatile,Balanced,0.4,4,Special Teams Coach,False,LON
132834,Gary,Christensen,2,41,3,None,Silent,Conservative,0.4,4,DL Coach,False,MIA
136285,Alton,Garnett,12,45,3,None,Enthusiastic,Conservative,0.4,4,QB Coach,False,DET
136373,Jimmy,Johnson,18,48,7,None,Volatile,Balanced,4,4,Defensive Coordinator,False,BAL
137260,Paddy,Driscoll,17,26,7,Player,Professional,Aggressive,10,17,Head Coach,False,CHC
140305,Curly,Lambeau,3,28,7,Player,Professional,Balanced,10,17,Head Coach,False,GB
140718,Harry,Homan,18,45,3,None,Volatile,Conservative,0.4,4,OL Coach,False,BAL
144598,Warren,Ricker,4,36,3,None,Professional,Conservative,0.4,4,DL Coach,False,OAK
153662,Dick,LeBeau,7,54,7,None,Stern,Conservative,4,4,Defensive Coordinator,False,CIN
155411,Micah,Huskey,13,40,5,None,Enthusiastic,Balanced,0.4,4,LB Coach,False,MIN
156310,Jerry,Burns,13,64,7,None,Volatile,Conservative,4,4,Offensive Coordinator,False,MIN
157706,Marv,Levy,5,64,7,ProCoach,Enthusiastic,Aggressive,10,17,Head Coach,False,BUF
158514,Carlos,Doss,19,37,3,None,Relaxed,Aggressive,0.4,4,RB and Receivers Coach,False,WAS
163251,Chuck,Studley,2,62,7,None,Volatile,Aggressive,4,4,Defensive Coordinator,False,MIA
164035,Andrew,Spriggs,16,41,3,None,Professional,Balanced,0.4,4,QB Coach,False,TB
164940,Pete,Carroll,9,40,7,None,Volatile,Aggressive,4,4,Defensive Coordinator,False,LON
166614,Alexander,Powell,3,40,3,None,Relaxed,Balanced,0.4,4,Head Trainer,False,GB
166911,Dan,Henning,14,49,7,None,Volatile,Balanced,4,4,Offensive Coordinator,False,ATL
168996,Carroll,Justice,2,42,3,None,Stern,Balanced,0.4,4,RB and Receivers Coach,False,MIA
169029,William,Buxton,11,41,3,None,Stern,Balanced,0.4,4,Head Trainer,False,CHI
169258,Eugene,Harper,7,42,3,None,Relaxed,Aggressive,0.4,4,DB Coach,False,CIN
170461,Dean,Clough,8,36,3,None,Professional,Balanced,0.4,4,Special Teams Coach,False,SEA
172402,Otis,Self,13,38,3,None,Professional,Balanced,0.4,4,OL Coach,False,MIN
173385,William,Pridgen,16,42,3,None,Silent,Conservative,0.4,4,OL Coach,False,TB
177139,Cory,Dominguez,6,37,3,None,Enthusiastic,Aggressive,0.4,4,DB Coach,False,NYG
180957,Bob,Zemen,4,54,7,None,Silent,Balanced,4,4,Defensive Coordinator,False,OAK
180996,Andrew,Wade,20,38,3,None,Relaxed,Aggressive,0.4,4,QB Coach,False,SD
186804,Fred,Bruney,16,60,7,None,Enthusiastic,Balanced,4,4,Defensive Coordinator,False,TB
187430,Steven,Camacho,7,42,3,None,Professional,Aggressive,0.4,4,DL Coach,False,CIN
192370,Carl,Lane,20,38,3,None,Relaxed,Balanced,0.4,4,RB and Receivers Coach,False,SD
195031,John,Mackovic,1,48,7,None,Enthusiastic,Balanced,4,4,Offensive Coordinator,False,NYT
195505,James,Hemphill,6,42,7,None,Silent,Balanced,0.4,4,DL Coach,False,NYG
196176,Tom,Bettis,3,58,7,None,Stern,Conservative,4,4,Defensive Coordinator,False,GB
200035,Danial,Lauer,1,41,6,None,Professional,Balanced,0.4,4,QB Coach,False,NYT
200242,Raleigh,Seaton,11,50,5,None,Relaxed,Balanced,0.4,4,QB Coach,False,CHI
202647,David,Corbett,14,49,13,None,Silent,Balanced,0.4,4,DB Coach,False,ATL
203211,Jeffrey,Muse,11,40,3,None,Volatile,Conservative,0.4,4,Special Teams Coach,False,CHI
203670,Jed,Williams,12,41,5,None,Stern,Conservative,0.4,4,Head Scout,False,DET
206137,Richard,Gonzalez,3,40,3,None,Professional,Conservative,0.4,4,RB and Receivers Coach,False,GB
207369,Larry,Dyer,18,39,3,None,Silent,Conservative,0.4,4,Head Trainer,False,BAL
207556,Steven,Slack,20,42,5,None,Relaxed,Aggressive,0.4,4,DL Coach,False,SD
207599,Hugh,Campbell,3,50,7,None,Enthusiastic,Balanced,4,4,Offensive Coordinator,False,GB
214465,Henry,Heaton,11,40,3,None,Enthusiastic,Conservative,0.4,4,DL Coach,False,CHI
215070,Dick,Modzelewski,10,60,7,None,Stern,Conservative,4,4,Defensive Coordinator,False,IND
217664,Peter,Wilke,20,38,3,None,Professional,Balanced,0.4,4,Head Scout,False,SD
218827,Chick,Hicks,19,49,5,None,Stern,Conservative,10,4,Head Coach,False,WAS
222647,Brian,Hemphill,15,42,3,None,Relaxed,Aggressive,0.4,4,RB and Receivers Coach,False,SF
222684,Paul,Demarco,20,36,3,None,Enthusiastic,Aggressive,0.4,4,LB Coach,False,SD
224798,Jason,Martinez,4,38,3,None,Stern,Aggressive,0.4,4,Special Teams Coach,False,OAK
225997,Larry,Peccatiello,17,56,7,None,Professional,Balanced,4,4,Defensive Coordinator,False,CHC
230641,Tony,Markham,7,39,3,None,Stern,Aggressive,0.4,4,RB and Receivers Coach,False,CIN
230675,David,Robinson,6,39,3,None,Professional,Conservative,0.4,4,LB Coach,False,NYG
232441,Thaddeus,Lavoie,13,41,3,None,Volatile,Aggressive,0.4,4,DL Coach,False,MIN
233999,Gregory,Helton,8,40,5,None,Enthusiastic,Conservative,0.4,4,DB Coach,False,SEA
234798,Bob,Baker,12,64,7,None,Relaxed,Aggressive,4,4,Offensive Coordinator,False,DET
236865,James,Carl,3,37,3,None,Enthusiastic,Aggressive,0.4,4,DL Coach,False,GB
239949,Darryl,Rogers,12,57,7,None,Relaxed,Aggressive,4,4,Defensive Coordinator,False,DET
242045,David,Shula,2,32,7,None,Relaxed,Balanced,4,4,Offensive Coordinator,False,MIA
244230,Adam,Rogers,2,37,3,None,Enthusiastic,Conservative,0.4,4,OL Coach,False,MIA
246523,Joe,Gibbs,17,51,7,None,Relaxed,Conservative,4,4,Offensive Coordinator,False,CHC
247570,Bill,Belichick,9,39,7,ProCoach,Professional,Balanced,10,6,Head Coach,False,LON
248914,John,Harbaugh,18,58,7,Player,Professional,Aggressive,10,17,Head Coach,False,BAL
249416,Mike,Shanahan,9,39,7,None,Stern,Conservative,4,4,Offensive Coordinator,False,LON
254088,Porter,Scoggins,19,37,3,None,Silent,Conservative,0.4,4,DL Coach,False,WAS
262205,James,Norfleet,8,38,3,None,Silent,Conservative,0.4,4,LB Coach,False,SEA
262319,Brett,Taylor,17,42,3,None,Enthusiastic,Aggressive,0.4,4,OL Coach,False,CHC
262379,Jason,Moore,11,40,5,None,Stern,Balanced,0.4,4,OL Coach,False,CHI
269540,Grace,Savage,15,52,7,ProCoach,Professional,Aggressive,10,17,Head Coach,False,SF
270723,Hank,Bullough,5,57,7,None,Volatile,Conservative,4,4,Defensive Coordinator,False,BUF
271598,Benito,Burns,2,46,9,None,Professional,Conservative,0.4,4,QB Coach,False,MIA
272824,Sidney,Redmond,15,41,3,None,Silent,Conservative,0.4,4,Head Scout,False,SF
273368,Bennie,Rodriguez,10,38,3,None,Relaxed,Balanced,0.4,4,QB Coach,False,IND
273724,Tony,Dungy,10,51,7,None,Professional,Balanced,10,17,Head Coach,False,IND
274082,Justin,Coates,0,57,17,None,Stern,Aggressive,0,0,Offensive Coordinator,False,N/A
278233,Jose,Pederson,14,42,3,None,Stern,Aggressive,0.4,4,QB Coach,False,ATL
281078,Jesus,Hannah,7,37,3,None,Professional,Balanced,0.4,4,OL Coach,False,CIN
285007,Ray,Rhodes,15,41,7,None,Enthusiastic,Balanced,4,4,Defensive Coordinator,False,SF
285223,Troy,Goff,16,37,3,None,Silent,Aggressive,0.4,4,LB Coach,False,TB
287146,Vicente,Wells,3,40,3,None,Professional,Aggressive,0.4,4,OL Coach,False,GB
288420,Lewis,Gladney,8,45,7,None,Volatile,Aggressive,0.4,4,Head Scout,False,SEA
288554,Russell,Johnson,9,43,4,None,Stern,Aggressive,0.4,4,DB Coach,False,LON
289680,Robert,Victor,19,42,3,None,Professional,Aggressive,0.4,4,Special Teams Coach,False,WAS
296434,John,Madden,4,56,7,None,Enthusiastic,Aggressive,10,17,Head Coach,False,OAK
296794,Clyde,Miller,11,38,3,None,Silent,Conservative,0.4,4,DB Coach,False,CHI
300035,Fred,Aranda,17,36,3,None,Relaxed,Aggressive,0.4,4,DL Coach,False,CHC
301080,Robert,Samuel,1,38,3,None,Silent,Aggressive,0.4,4,OL Coach,False,NYT
302320,Merle,Joseph,5,38,3,None,Relaxed,Conservative,0.4,4,QB Coach,False,BUF
303602,Mike,Washington,15,50,14,None,Volatile,Balanced,0.4,4,OL Coach,False,SF
304289,Ernie,Toth,12,41,3,None,Professional,Aggressive,0.4,4,DL Coach,False,DET
306036,Darius,Evans,13,36,3,None,Relaxed,Aggressive,0.4,4,QB Coach,False,MIN
306652,Jeffrey,Myrick,18,41,6,None,Stern,Aggressive,0.4,4,LB Coach,False,BAL
310714,Anthony,Schott,18,41,3,None,Stern,Balanced,0.4,4,DL Coach,False,BAL
314578,Charles,Hernandez,9,41,6,None,Enthusiastic,Aggressive,0.4,4,LB Coach,False,LON
318412,Mohammad,Parker,18,36,3,None,Relaxed,Conservative,0.4,4,QB Coach,False,BAL
320351,Sam,Wyche,7,46,7,None,Relaxed,Conservative,4,4,Offensive Coordinator,False,CIN
322886,Robert,Hawk,15,37,3,None,Professional,Balanced,0.4,4,LB Coach,False,SF
324239,James,Dixon,3,36,3,None,Volatile,Aggressive,0.4,4,Head Scout,False,GB
331354,Brandon,Johnson,4,41,3,None,Professional,Conservative,0.4,4,DB Coach,False,OAK
331638,Richard,Williams,8,36,3,None,Professional,Conservative,0.4,4,OL Coach,False,SEA
332100,Juan,Jones,19,36,3,None,Stern,Conservative,0.4,4,Head Scout,False,WAS
339519,Arne,Slot,14,46,7,Player,Professional,Aggressive,10,17,Head Coach,False,ATL
340495,Ronald,Turner,19,42,3,None,Relaxed,Balanced,0.4,4,QB Coach,False,WAS
344244,Leroy,Spear,5,47,7,None,Enthusiastic,Balanced,0.4,4,DB Coach,False,BUF
345085,Richard,Chang,1,36,3,None,Volatile,Balanced,0.4,4,DB Coach,False,NYT
345942,Alfonso,Gonzalez,0,36,2,Player,Volatile,Conservative,0,0,DB Coach,False,N/A
346494,Marty,Schottenheimer,6,48,7,None,Relaxed,Balanced,4,4,Defensive Coordinator,False,NYG
349242,James,Mayo,3,36,3,None,Stern,Balanced,0.4,4,DB Coach,False,GB
351548,Adrian,Lund,19,37,3,None,Silent,Aggressive,0.4,4,Head Trainer,False,WAS
353048,Ted,Marchibroda,16,60,7,None,Enthusiastic,Balanced,4,4,Offensive Coordinator,False,TB
353782,Andrew,Johns,14,40,3,None,Professional,Aggressive,0.4,4,RB and Receivers Coach,False,ATL
359292,Shannon,Coates,4,47,3,None,Volatile,Conservative,0.4,4,LB Coach,False,OAK
361299,Clarence,Hibbard,20,36,3,None,Stern,Balanced,0.4,4,DB Coach,False,SD
361637,Peter,Burton,2,36,3,None,Enthusiastic,Aggressive,0.4,4,LB Coach,False,MIA
362095,Jeffrey,Hill,19,40,3,None,Silent,Conservative,0.4,4,LB Coach,False,WAS
367876,Russell,Barone,11,38,3,None,Stern,Balanced,0.4,4,RB and Receivers Coach,False,CHI
368990,James,Currier,1,37,3,None,Volatile,Balanced,0.4,4,DL Coach,False,NYT
369052,David,Coon,16,41,3,None,Professional,Conservative,0.4,4,RB and Receivers Coach,False,TB
374709,Cal,Murphy,6,59,7,None,Enthusiastic,Conservative,4,4,Offensive Coordinator,False,NYG
375890,John,Anthony,1,42,3,None,Professional,Balanced,0.4,4,Head Scout,False,NYT
377186,Lewis,Tisdale,15,37,3,None,Enthusiastic,Balanced,0.4,4,DB Coach,False,SF
377626,John,Mares,1,42,3,None,Relaxed,Balanced,0.4,4,RB and Receivers Coach,False,NYT
378890,Richard,Morgan,14,41,3,None,Stern,Conservative,0.4,4,DL Coach,False,ATL
379702,Buddy,Ryan,11,60,7,None,Volatile,Balanced,4,4,Defensive Coordinator,False,CHI
381420,Augustus,Irvin,9,36,3,None,Relaxed,Conservative,0.4,4,QB Coach,False,LON
383628,Alexander,Decker,15,41,6,None,Professional,Balanced,0.4,4,Special Teams Coach,False,SF
384316,Roberto,Gonzalez,13,36,3,None,Relaxed,Conservative,0.4,4,Head Trainer,False,MIN
386779,Bulldog,Turner,1,46,7,ProCoach,Stern,Aggressive,10,17,Head Coach,False,NYT
387244,Darryl,Hernandez,17,41,3,None,Volatile,Conservative,0.4,4,RB and Receivers Coach,False,CHC
387639,Daniel,Mclean,11,40,3,None,Silent,Aggressive,0.4,4,Head Scout,False,CHI
387897,Ronald,Grider,5,36,3,None,Professional,Conservative,0.4,4,Head Scout,False,BUF
388140,Fred,Padilla,3,42,3,None,Enthusiastic,Aggressive,0.4,4,LB Coach,False,GB
390490,Dan,Behrens,17,44,3,None,Stern,Aggressive,0.4,4,Head Trainer,False,CHC
396550,Donald,Gardner,4,47,10,None,Enthusiastic,Balanced,0.4,4,Head Scout,False,OAK
400360,Brock,Lesnar,13,52,7,Player,Silent,Conservative,10,17,Head Coach,False,MIN
405422,Robert,Yang,14,48,10,None,Silent,Conservative,0.4,4,Special Teams Coach,False,ATL
405657,Brandon,Adams,15,36,3,None,Stern,Balanced,0.4,4,QB Coach,False,SF
405873,Samuel,Gonzales,20,43,8,None,Silent,Aggressive,0.4,4,OL Coach,False,SD
406991,William,Stroud,7,39,3,None,Silent,Conservative,0.4,4,Head Scout,False,CIN
408669,Carl,Houser,14,42,3,None,Relaxed,Conservative,0.4,4,Head Scout,False,ATL
411475,Jack,Thompson,19,36,3,None,Stern,Aggressive,0.4,4,DB Coach,False,WAS
411655,Norm,Van Brocklin,8,65,7,None,Relaxed,Aggressive,4,4,Offensive Coordinator,False,SEA
413142,Gil,Mojica,12,36,3,None,Volatile,Conservative,0.4,4,RB and Receivers Coach,False,DET
413952,Lou,Holtz,8,54,7,None,Stern,Aggressive,4,4,Defensive Coordinator,False,SEA
414942,Gerard,Barton,5,46,7,None,Stern,Conservative,0.4,4,DL Coach,False,BUF
415068,Barry,Switzer,18,44,7,None,Relaxed,Balanced,4,4,Offensive Coordinator,False,BAL
420911,Frank,Eason,16,38,3,None,Enthusiastic,Balanced,0.4,4,DL Coach,False,TB
428297,Stephen,Schilling,6,38,3,None,Stern,Balanced,0.4,4,Special Teams Coach,False,NYG
428926,Adrian,Sigler,12,46,3,None,Stern,Aggressive,0.4,4,Head Trainer,False,DET
429774,Holden,McGroin,20,73,5,None,Professional,Aggressive,2.5,7,Head Coach,False,SD
433211,Robert,Moore,10,42,3,None,Enthusiastic,Conservative,0.4,4,Head Scout,False,IND
433636,Ruben,Lindsay,19,56,17,None,Professional,Balanced,4,4,Offensive Coordinator,False,WAS
434124,John,Camacho,13,36,3,None,Volatile,Balanced,0.4,4,Special Teams Coach,False,MIN
437153,Kay,Stephenson,5,47,7,None,Relaxed,Conservative,4,4,Offensive Coordinator,False,BUF
437338,Bryan,Hernandez,15,41,3,None,Professional,Aggressive,0.4,4,DL Coach,False,SF
439372,Paul,Van,9,36,3,None,Enthusiastic,Aggressive,0.4,4,Head Scout,False,LON
440157,Philip,Jones,1,43,6,None,Silent,Balanced,0.4,4,LB Coach,False,NYT
442841,Peter,Lavoie,10,42,3,None,Relaxed,Aggressive,0.4,4,DL Coach,False,IND
445250,Roberto,Ackerman,7,36,3,None,Relaxed,Conservative,0.4,4,LB Coach,False,CIN
447790,Robert,Ramirez,5,46,7,None,Volatile,Aggressive,0.4,4,Special Teams Coach,False,BUF
451434,Donald,Miller,18,41,3,None,Enthusiastic,Aggressive,0.4,4,Head Scout,False,BAL
456292,Dan,Daniel,1,58,7,None,Volatile,Balanced,4,4,Defensive Coordinator,False,NYT
460269,Linwood,Maness,4,42,3,None,Volatile,Conservative,0.4,4,Head Trainer,False,OAK
461787,Chris,Hamlin,6,40,4,None,Silent,Balanced,0.4,4,Head Trainer,False,NYG
465033,Donald,Hoffman,0,41,5,Player,Volatile,Conservative,0,0,DB Coach,False,N/A
466430,William,Riggins,3,36,3,None,Enthusiastic,Aggressive,0.4,4,Special Teams Coach,False,GB
468831,Clayton,Bigsby,6,73,7,Player,Stern,Aggressive,10,17,Head Coach,False,NYG
470150,Felix,Hammons,6,39,3,None,Enthusiastic,Balanced,0.4,4,RB and Receivers Coach,False,NYG
472152,George,Lankford,16,41,3,None,Silent,Aggressive,0.4,4,Head Trainer,False,TB
472895,Robert,Jung,1,37,3,None,Professional,Aggressive,0.4,4,Special Teams Coach,False,NYT
474370,Harris,Gable,9,36,3,None,Enthusiastic,Conservative,0.4,4,Head Trainer,False,LON
474993,Tom,Flores,4,54,7,None,Stern,Conservative,4,4,Offensive Coordinator,False,OAK
481482,Carrol,Grove,10,37,3,None,Professional,Conservative,0.4,4,RB and Receivers Coach,False,IND
481974,Bud,Grant,13,64,7,None,Silent,Conservative,4,4,Defensive Coordinator,False,MIN
483176,Oscar,Danielson,4,39,3,None,Enthusiastic,Aggressive,0.4,4,QB Coach,False,OAK
483814,Dewayne,Mitchell,6,48,5,None,Relaxed,Aggressive,0.4,4,Head Scout,False,NYG
488885,Forrest,Gregg,10,58,7,None,Relaxed,Aggressive,4,4,Offensive Coordinator,False,IND
490408,Pete,Lo,8,53,15,None,Professional,Aggressive,0.4,4,QB Coach,False,SEA
491478,Darryl,Saucedo,14,42,3,None,Volatile,Conservative,0.4,4,LB Coach,False,ATL
495715,Matthew,Stewart,7,42,3,None,Silent,Balanced,0.4,4,QB Coach,False,CIN
495720,Warren,Williams,1,42,5,None,Silent,Balanced,0.4,4,Head Trainer,False,NYT
497005,Clifford,Buckley,7,42,3,None,Relaxed,Conservative,0.4,4,Special Teams Coach,False,CIN
497624,Keith,Felix,17,42,7,None,Silent,Balanced,0.4,4,LB Coach,False,CHC
497941,Steven,York,2,39,3,None,Volatile,Conservative,0.4,4,Head Trainer,False,MIA
497942,Larry,Tennant,0,53,16,Player,Professional,Balanced,0,0,Head Coach,False,N/A
497943,Jarvis,Cooksey,0,46,10,CollegeCoach,Volatile,Conservative,0,0,Head Coach,False,N/A
497945,Michael,Jarrett,0,54,14,ProCoach,Professional,Aggressive,0,0,Head Coach,False,N/A
498206,Steve,Janes,0,52,7,ProCoach,Enthusiastic,Aggressive,0,0,DB Coach,False,N/A
498207,Paul,Hager,0,45,10,CollegeCoach,Enthusiastic,Aggressive,0,0,DB Coach,False,N/A
498212,Nathanial,Moniz,0,50,11,ProCoach,Enthusiastic,Aggressive,0,0,Head Coach,False,N/A
498217,Arthur,Sharp,0,50,8,Player,Enthusiastic,Conservative,0,0,Head Coach,False,N/A
498261,James,Thompson,0,49,13,PositionCoach,Relaxed,Conservative,0,0,DB Coach,False,N/A
498480,Michael,Elmore,0,51,7,CollegeCoach,Volatile,Aggressive,0,0,DB Coach,False,N/A
498481,James,Williams,0,50,9,Player,Silent,Balanced,4,0,Head Coach,False,N/A
498482,Willie,Platt,0,52,7,Player,Professional,Conservative,6,0,Head Coach,False,N/A
498483,Mack,McClellan,0,43,0,PositionCoach,Relaxed,Aggressive,7.5,0,Head Coach,False,N/A
498484,Louis,Vann,0,44,7,Player,Volatile,Aggressive,7,0,Head Coach,False,N/A
498485,Duane,Watkins,0,52,8,CollegeCoach,Silent,Conservative,4,0,Head Coach,False,N/A
498486,Harvey,Delacruz,0,44,4,ProCoach,Volatile,Conservative,3,0,Head Coach,False,N/A
498487,Robert,Christopher,0,56,11,Player,Enthusiastic,Conservative,5.5,0,Head Coach,False,N/A
498488,Raymond,McCurdy,0,43,4,ProCoach,Enthusiastic,Conservative,6.5,0,Head Coach,False,N/A
498489,Mark,Brooks,0,49,12,Player,Relaxed,Balanced,3,0,Head Coach,False,N/A
498490,Nicholas,Conklin,0,46,11,Player,Enthusiastic,Conservative,8,0,Head Coach,False,N/A
498491,Jose,Walsh,0,50,8,Player,Volatile,Conservative,5,0,Head Coach,False,N/A
498492,Charles,Haggard,0,48,7,ProCoach,Professional,Balanced,6.5,0,Head Coach,False,N/A
498493,John,Rutledge,0,49,5,ProCoach,Stern,Aggressive,9,0,Head Coach,False,N/A
498494,Thomas,Amos,0,59,24,ProCoach,Enthusiastic,Balanced,9,0,Head Coach,False,N/A
498495,William,Ahmed,0,49,8,PositionCoach,Volatile,Balanced,5,0,Head Coach,False,N/A
498496,Richard,Russell,0,46,4,PositionCoach,Volatile,Aggressive,4.5,0,Offensive Coordinator,False,N/A
498497,Roy,Dupree,0,50,13,CollegeCoach,Volatile,Conservative,3.5,0,Offensive Coordinator,False,N/A
498498,Chester,Crain,0,44,0,CollegeCoach,Stern,Conservative,4.5,0,Offensive Coordinator,False,N/A
498499,John,Weddle,0,51,15,CollegeCoach,Enthusiastic,Balanced,4,0,Offensive Coordinator,False,N/A
498500,John,Brown,0,52,7,Player,Stern,Conservative,3.5,0,Offensive Coordinator,False,N/A
498501,Carmen,Landrum,0,43,0,PositionCoach,Silent,Aggressive,4,0,Offensive Coordinator,False,N/A
498502,Damon,Patterson,0,59,20,PositionCoach,Volatile,Balanced,1,0,Offensive Coordinator,False,N/A
498503,Jerry,Arredondo,0,51,16,PositionCoach,Stern,Aggressive,2,0,Offensive Coordinator,False,N/A
498504,Marcus,Batson,0,52,12,CollegeCoach,Silent,Conservative,4,0,Offensive Coordinator,False,N/A
498505,Robert,Soto,0,52,16,Player,Volatile,Conservative,3,0,Offensive Coordinator,False,N/A
498506,Ronald,Barnes,0,49,11,CollegeCoach,Relaxed,Conservative,1,0,Offensive Coordinator,False,N/A
498507,Sylvester,Fletcher,0,49,8,PositionCoach,Enthusiastic,Conservative,4.5,0,Offensive Coordinator,False,N/A
498508,Daniel,Bradshaw,0,53,10,CollegeCoach,Volatile,Conservative,2.5,0,Offensive Coordinator,False,N/A
