ID,FirstName,LastName,TeamID,Age,Exp,Background,Attitude,Style,Salary,SalaryYears,Job,HOF,Team
242045,David,Shula,2,27,2,PositionCoach,Silent,Aggressive,4,2,Offensive Coordinator,False,MIA
246523,Joe,Gibbs,17,46,2,PositionCoach,Stern,Aggressive,4,2,Offensive Coordinator,False,WAS
247570,George,Seifert,9,46,2,ProCoach,Stern,Balanced,10,20,Head Coach,False,LON
248914,Dabo,Swinney,18,46,2,Player,Stern,Conservative,10,20,Head Coach,False,BAL
249416,Mike,Shanahan,9,34,2,PositionCoach,Stern,Aggressive,4,2,Offensive Coordinator,False,LON
269540,Grace,Savage,15,47,2,ProCoach,Stern,Aggressive,10,20,Head Coach,False,SF
270723,Hank,Bullough,5,52,2,PositionCoach,Enthusiastic,Aggressive,4,2,Defensive Coordinator,False,BUF
273724,Vince,Lombardi,10,46,2,ProCoach,Stern,Aggressive,10,20,Head Coach,False,IND
285007,Ray,Rhodes,15,36,2,PositionCoach,Enthusiastic,Balanced,4,2,Defensive Coordinator,False,SF
296434,John,Madden,4,51,2,ProCoach,Professional,Balanced,10,20,Head Coach,False,OAK
320351,Sam,Wyche,7,41,2,PositionCoach,Professional,Conservative,4,2,Offensive Coordinator,False,CIN
339519,Rafael,Benitez,14,45,2,ProCoach,Volatile,Conservative,10,20,Head Coach,False,ATL
346494,Marty,Schottenheimer,6,43,2,PositionCoach,Relaxed,Balanced,4,2,Defensive Coordinator,False,WIN
353048,Ted,Marchibroda,16,55,2,PositionCoach,Enthusiastic,Aggressive,4,2,Offensive Coordinator,False,TB
374709,Cal,Murphy,6,54,2,PositionCoach,Relaxed,Balanced,4,2,Offensive Coordinator,False,WIN
379702,Buddy,Ryan,11,55,2,PositionCoach,Stern,Conservative,4,2,Defensive Coordinator,False,CHI
386779,Gracie,Hunt,1,25,2,None,Enthusiastic,Conservative,10,20,Head Coach,False,KC
400360,Brock,Lesnar,13,47,2,Player,Silent,Conservative,10,20,Head Coach,False,MIN
411655,Norm,Van Brocklin,8,60,2,PositionCoach,Enthusiastic,Aggressive,4,2,Offensive Coordinator,False,PRO
413952,Lou,Holtz,8,49,2,PositionCoach,Enthusiastic,Balanced,4,2,Defensive Coordinator,False,PRO
415068,Barry,Switzer,18,39,2,PositionCoach,Professional,Aggressive,4,2,Offensive Coordinator,False,BAL
437153,Kay,Stephenson,5,42,2,PositionCoach,Professional,Aggressive,4,2,Offensive Coordinator,False,BUF
456292,Dan,Daniel,1,53,2,PositionCoach,Professional,Balanced,4,2,Defensive Coordinator,False,KC
468831,Mike,O'Shea,6,53,2,Player,Stern,Conservative,10,20,Head Coach,False,WIN
474993,Tom,Flores,4,49,2,PositionCoach,Stern,Aggressive,4,2,Offensive Coordinator,False,OAK
481974,Bud,Grant,13,59,2,PositionCoach,Volatile,Balanced,4,2,Defensive Coordinator,False,MIN
488885,Forrest,Gregg,10,53,2,PositionCoach,Volatile,Conservative,4,2,Offensive Coordinator,False,IND
